,house_室,house_厅,house_厨,house_卫,architecture_acreage_,within_acreage_,Building_head,decorate_situation,period_int,floor_楼,floor_层,Family_structure,building_types,building_age_,building_structure,Ladder_household_proportion,Equipped_elevator,house_age,Trading_ownership,usage_house,houseing_belog,bargain_price,unit_price,listing_price,bargain_day_num_,adjust_price,take_look,attention,view_count_
118,1.0,1.0,1.0,1.0,43.0,43.0,西,简装,70年,底楼层,1.0,平层,塔楼,2002,钢混结构,三梯十八户,有,暂无数据,商品房,普通住宅,非共有,282.0,65582,305.0,1082.0,1,0,0,1082.0
119,2.0,1.0,1.0,1.0,50.73,50.73,东南,其他,70年,中楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯五户,无,暂无数据,商品房,普通住宅,暂无数据,153.8,30318,160.0,1082.0,0,0,0,1082.0
120,1.0,1.0,1.0,1.0,45.0,31.91,东北,精装,70年,底楼层,1.0,平层,塔楼,2008,钢混结构,两梯九户,有,满五年,商品房,普通住宅,非共有,208.0,46223,220.0,566.0,0,0,15,566.0
121,3.0,2.0,1.0,1.0,79.67,79.67,北,简装,70年,低楼层,7.0,暂无数据,塔楼,2010,钢混结构,一梯四户,无,满两年,商品房,普通住宅,非共有,205.0,25732,213.0,1816.0,1,0,43,1816.0
122,2.0,1.0,1.0,1.0,48.67,43.16,北,简装,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯五户,无,满五年,商品房,普通住宅,非共有,137.0,28149,140.0,1057.0,1,0,55,1057.0
123,3.0,2.0,1.0,2.0,83.7,65.44,东南,其他,70年,底楼层,1.0,平层,塔楼,1998,钢混结构,两梯八户,有,满两年,商品房,普通住宅,非共有,189.5,22641,195.0,2856.0,1,0,89,2856.0
124,3.0,3.0,1.0,3.0,120.6,120.6,南,简装,70年,低楼层,3.0,暂无数据,板楼,2013,钢混结构,一梯两户,无,满五年,商品房,普通住宅,非共有,315.0,26120,350.0,1289.0,0,0,12,1289.0
125,1.0,1.0,1.0,1.0,28.54,28.54,东南,简装,70年,低楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯二十户,暂无数据,满五年,商品房,普通住宅,非共有,30.0,10512,30.0,1402.0,0,0,22,1402.0
126,3.0,1.0,1.0,1.0,71.43,63.33,南,简装,70年,中楼层,9.0,暂无数据,塔楼,1993,钢混结构,一梯四户,无,满五年,房改房,普通住宅,共有,330.0,46200,340.0,2051.0,1,0,16,2051.0
127,3.0,2.0,1.0,1.0,72.53,65.39,东南,精装,70年,中楼层,9.0,暂无数据,塔楼,1994,钢混结构,一梯六户,无,满两年,商品房,普通住宅,共有,160.0,22060,175.0,1059.0,1,0,50,1059.0
128,4.0,2.0,1.0,1.0,91.8,91.8,南,简装,70年,中楼层,7.0,暂无数据,塔楼,1995,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,非共有,138.5,15088,156.0,1338.0,1,0,23,1338.0
129,2.0,2.0,1.0,1.0,70.3,59.73,南 北,精装,70年,中楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯四户,暂无数据,满两年,商品房,普通住宅,非共有,154.2,21928,158.0,826.0,1,0,23,826.0
130,2.0,1.0,1.0,1.0,52.81,52.81,南,简装,70年,高楼层,9.0,暂无数据,塔楼,1993,钢混结构,一梯四户,暂无数据,满五年,商品房,普通住宅,共有,114.2,21625,120.0,192.0,0,0,14,192.0
131,2.0,1.0,1.0,1.0,65.32,65.32,南,简装,70年,高楼层,9.0,平层,塔楼,1998,钢混结构,一梯五户,无,暂无数据,商品房,普通住宅,共有,173.0,26485,180.0,2273.0,1,0,201,2273.0
132,2.0,1.0,1.0,1.0,52.7,52.7,南,简装,70年,高楼层,8.0,平层,塔楼,2000,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,共有,140.0,26566,150.0,2085.0,1,0,37,2085.0
133,4.0,4.0,2.0,2.0,126.85,126.85,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2014,钢混结构,三梯六户,有,暂无数据,商品房,普通住宅,暂无数据,493.0,38865,126.9,1082.0,0,0,0,1082.0
134,3.0,1.0,1.0,1.0,77.27,77.27,南 北,精装,70年,低楼层,6.0,暂无数据,板楼,1999,钢混结构,一梯两户,无,暂无数据,商品房,普通住宅,非共有,205.0,26531,205.0,1968.0,1,0,6,1968.0
135,3.0,1.0,1.0,1.0,92.0,92.0,南,简装,70年,中楼层,9.0,平层,塔楼,1998,钢混结构,一梯六户,无,暂无数据,商品房,普通住宅,非共有,255.0,27718,275.0,2080.0,1,0,14,2080.0
136,1.0,0.0,1.0,1.0,31.0,31.0,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2012,钢混结构,两梯十五户,有,暂无数据,商品房,普通住宅,非共有,93.0,30000,103.0,1104.0,0,0,22,1104.0
137,3.0,2.0,1.0,1.0,61.7,61.7,东南,其他,70年,低楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯五户,暂无数据,满五年,商品房,普通住宅,非共有,225.0,36467,245.0,1181.0,1,0,31,1181.0
138,2.0,1.0,1.0,1.0,50.0,50.0,南,简装,70年,高楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯六户,暂无数据,满五年,商品房,普通住宅,非共有,115.0,23000,118.0,571.0,1,0,64,571.0
139,1.0,1.0,1.0,1.0,46.42,46.42,南,其他,70年,底楼层,1.0,平层,塔楼,2004,钢混结构,两梯十户,有,暂无数据,商品房,普通住宅,暂无数据,175.0,37700,175.0,1082.0,0,0,0,1082.0
140,2.0,2.0,1.0,1.0,72.0,72.0,东南,精装,70年,低楼层,9.0,平层,塔楼,1997,钢混结构,一梯九户,无,暂无数据,商品房,普通住宅,非共有,246.0,34167,249.0,2713.0,1,0,19,2713.0
141,3.0,2.0,1.0,1.0,96.0,76.8,南 北,其他,70年,底楼层,1.0,暂无数据,塔楼,2012,未知结构,两梯四户,有,满两年,商品房,普通住宅,非共有,188.0,19584,188.0,515.0,1,0,4,515.0
142,1.0,0.0,1.0,1.0,25.64,25.64,东南,简装,70年,高楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯九户,无,满五年,商品房,普通住宅,非共有,70.0,27302,72.0,398.0,1,0,13,398.0
143,3.0,2.0,1.0,1.0,90.61,70.9,西南,其他,70年,底楼层,1.0,暂无数据,塔楼,2004,钢混结构,三梯八户,有,暂无数据,商品房,普通住宅,非共有,309.0,34103,340.0,1814.0,1,0,24,1814.0
144,1.0,1.0,1.0,1.0,37.93,31.04,南 北,精装,70年,底楼层,1.0,平层,塔楼,2005,钢混结构,两梯六户,有,满五年,商品房,普通住宅,非共有,189.5,49961,195.0,2474.0,1,0,32,2474.0
145,2.0,1.0,1.0,1.0,32.86,29.69,北,简装,70年,高楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,非共有,93.0,28302,96.0,789.0,1,0,34,789.0
146,1.0,0.0,1.0,1.0,33.81,25.94,东 北,精装,70年,底楼层,1.0,暂无数据,塔楼,2015,钢混结构,两梯十户,有,暂无数据,商品房,普通住宅,共有,96.2,28454,98.0,418.0,0,0,5,418.0
147,1.0,1.0,1.0,1.0,42.21,33.97,东,其他,70年,底楼层,1.0,暂无数据,塔楼,2009,钢混结构,两梯八户,有,满两年,商品房,普通住宅,共有,146.5,34708,155.0,1830.0,1,0,24,1830.0
148,2.0,1.0,1.0,1.0,50.49,38.93,南,其他,70年,低楼层,3.0,暂无数据,塔楼,2000,钢混结构,一梯十二户,暂无数据,暂无数据,商品房,普通住宅,非共有,110.0,21787,115.0,571.0,1,0,15,571.0
149,2.0,1.0,1.0,1.0,49.91,44.0,东南,简装,70年,高楼层,9.0,暂无数据,塔楼,1996,钢混结构,一梯三户,无,满五年,商品房,普通住宅,共有,108.0,21639,120.0,694.0,1,0,18,694.0
150,1.0,1.0,1.0,1.0,43.25,43.25,东南,精装,70年,高楼层,9.0,平层,塔楼,1998,钢混结构,一梯七户,无,暂无数据,商品房,普通住宅,非共有,158.0,36532,160.0,1508.0,0,0,67,1508.0
151,3.0,2.0,1.0,1.0,68.06,68.06,南,精装,70年,中楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯两户,暂无数据,满五年,商品房,普通住宅,共有,138.0,20277,142.0,700.0,1,0,48,700.0
152,2.0,1.0,1.0,1.0,63.18,57.08,南,精装,70年,低楼层,6.0,暂无数据,板楼,1976,砖混结构,一梯两户,无,满两年,商品房,普通住宅,非共有,155.0,24534,165.0,306.0,0,0,0,306.0
153,2.0,2.0,1.0,1.0,89.72,89.72,北,简装,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,两梯十七户,有,暂无数据,商品房,普通住宅,非共有,283.0,31543,285.0,2122.0,1,0,57,2122.0
154,1.0,1.0,1.0,1.0,34.14,28.0,南,简装,70年,底楼层,1.0,暂无数据,塔楼,2005,钢混结构,一梯十一户,有,暂无数据,商品房,普通住宅,非共有,158.0,46281,160.0,2870.0,1,0,133,2870.0
155,2.0,2.0,1.0,1.0,80.0,80.0,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2010,钢混结构,一梯四户,有,暂无数据,商品房,普通住宅,暂无数据,123.8,15475,125.0,1082.0,1,0,0,1082.0
156,1.0,1.0,1.0,1.0,40.0,40.0,东 北,简装,70年,高楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯三十三户,暂无数据,暂无数据,商品房,普通住宅,非共有,48.0,12000,50.0,1082.0,1,0,0,1082.0
157,2.0,1.0,1.0,1.0,60.72,54.86,东 西,其他,70年,中楼层,8.0,暂无数据,塔楼,1980,钢混结构,一梯七户,无,满五年,商品房,普通住宅,非共有,305.0,50231,315.0,237.0,0,0,1,237.0
158,1.0,1.0,1.0,1.0,39.92,35.84,南 北,其他,70年,低楼层,9.0,暂无数据,塔楼,1993,钢混结构,一梯七户,无,暂无数据,商品房,普通住宅,非共有,155.0,38828,160.0,185.0,0,0,5,185.0
159,3.0,2.0,1.0,2.0,88.0,88.0,东北,简装,70年,高楼层,9.0,平层,塔楼,1993,钢混结构,一梯八户,有,暂无数据,商品房,普通住宅,非共有,220.0,25000,226.0,1894.0,1,0,62,1894.0
160,2.0,1.0,1.0,1.0,55.9,55.9,东 西,简装,70年,中楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯两户,无,满五年,商品房,普通住宅,非共有,160.0,28623,162.0,328.0,0,0,9,328.0
161,2.0,1.0,1.0,1.0,55.24,55.24,南 北,其他,70年,高楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯三户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,54.3,9830,55.0,1082.0,0,0,0,1082.0
162,2.0,1.0,1.0,1.0,59.08,59.08,东南,其他,70年,中楼层,9.0,暂无数据,塔楼,2009,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,145.0,24543,160.0,262.0,1,0,26,262.0
163,3.0,2.0,1.0,1.0,98.44,81.19,东北,精装,70年,底楼层,1.0,暂无数据,塔楼,2004,钢混结构,一梯四户,有,满五年,商品房,普通住宅,共有,280.0,28444,280.0,808.0,1,0,12,808.0
164,3.0,2.0,1.0,2.0,144.07,113.73,南,精装,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,一梯六户,暂无数据,暂无数据,商品房,普通住宅,共有,353.0,24502,350.0,2591.0,1,0,66,2591.0
165,2.0,1.0,1.0,1.0,56.56,56.56,南,简装,70年,中楼层,9.0,平层,塔楼,1995,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,240.0,42433,250.0,137.0,0,0,9,137.0
166,1.0,1.0,1.0,1.0,48.0,48.0,北,简装,70年,低楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯六户,无,暂无数据,商品房,普通住宅,非共有,162.0,33750,168.0,2927.0,1,0,127,2927.0
167,2.0,1.0,1.0,1.0,52.89,52.89,南,其他,70年,中楼层,9.0,暂无数据,塔楼,2001,钢混结构,一梯八户,无,满五年,商品房,普通住宅,非共有,138.0,26092,143.0,361.0,0,0,16,361.0
168,2.0,2.0,1.0,1.0,60.27,47.84,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,未知结构,三梯十户,有,暂无数据,商品房,普通住宅,共有,132.0,21902,136.0,806.0,0,0,11,806.0
169,3.0,2.0,1.0,1.0,73.0,48.12,南,精装,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,非共有,295.0,40411,300.0,329.0,1,0,3,329.0
170,4.0,2.0,1.0,1.0,106.66,106.66,东南,其他,70年,中楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯两户,无,暂无数据,商品房,普通住宅,非共有,280.0,26252,290.0,817.0,1,0,1,817.0
171,3.0,2.0,1.0,2.0,104.0,91.06,东北,其他,70年,底楼层,1.0,平层,塔楼,1999,钢混结构,两梯八户,有,满五年,商品房,普通住宅,非共有,350.0,33654,365.0,1245.0,1,0,6,1245.0
172,2.0,2.0,1.0,1.0,108.81,80.1,南,简装,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯两户,暂无数据,满五年,商品房,普通住宅,非共有,265.0,24355,270.0,400.0,1,0,9,400.0
173,2.0,1.0,1.0,1.0,33.35,33.35,东南,简装,70年,低楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯一户,暂无数据,满五年,商品房,普通住宅,非共有,95.0,28486,98.0,2349.0,1,0,59,2349.0
174,1.0,0.0,1.0,1.0,24.0,18.0,西北,简装,70年,底楼层,1.0,暂无数据,塔楼,2004,钢混结构,两梯六户,有,满五年,商品房,普通住宅,非共有,95.0,39584,100.0,139.0,1,0,7,139.0
175,2.0,1.0,1.0,1.0,48.21,48.21,北,其他,70年,高楼层,9.0,暂无数据,塔楼,1990,钢混结构,一梯六户,无,满五年,商品房,普通住宅,共有,128.0,26551,132.0,364.0,0,0,38,364.0
176,2.0,1.0,1.0,1.0,50.0,50.0,南 北,简装,70年,低楼层,9.0,暂无数据,塔楼,1994,钢混结构,一梯八户,无,暂无数据,商品房,普通住宅,非共有,191.0,38200,196.0,1082.0,1,0,0,1082.0
177,2.0,1.0,1.0,1.0,82.0,82.0,南,简装,70年,中楼层,9.0,平层,塔楼,1996,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,非共有,152.0,18537,152.0,1551.0,1,0,37,1551.0
178,2.0,2.0,1.0,1.0,60.0,53.16,南,其他,70年,中楼层,8.0,暂无数据,塔楼,1999,钢混结构,一梯两户,无,满五年,商品房,普通住宅,非共有,149.0,24834,160.0,749.0,1,0,4,749.0
179,2.0,1.0,1.0,1.0,79.0,71.46,南,简装,70年,中楼层,7.0,暂无数据,塔楼,1993,钢混结构,一梯两户,暂无数据,暂无数据,商品房,普通住宅,非共有,139.0,17595,140.0,1857.0,0,0,47,1857.0
180,2.0,2.0,1.0,1.0,73.0,73.0,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2004,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,暂无数据,282.0,38631,286.0,3317.0,1,0,19,3317.0
181,1.0,1.0,1.0,1.0,40.0,40.0,南,其他,70年,底楼层,1.0,暂无数据,塔楼,1999,钢混结构,两梯二十户,有,暂无数据,商品房,普通住宅,暂无数据,116.0,29000,120.0,1082.0,0,0,0,1082.0
182,2.0,1.0,1.0,1.0,51.96,44.71,南,简装,70年,中楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯四户,暂无数据,满五年,商品房,普通住宅,共有,180.0,34643,188.0,614.0,1,0,10,614.0
183,2.0,1.0,1.0,1.0,47.0,47.0,北,简装,70年,高楼层,9.0,平层,塔楼,1998,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,非共有,129.0,27447,132.0,2556.0,1,0,241,2556.0
184,2.0,1.0,1.0,1.0,57.24,49.35,南,精装,70年,低楼层,9.0,暂无数据,塔楼,1997,钢混结构,一梯六户,无,满五年,商品房,普通住宅,非共有,198.0,34592,200.0,302.0,0,0,12,302.0
185,2.0,1.0,1.0,1.0,55.0,55.0,南 北,精装,70年,高楼层,9.0,平层,塔楼,1998,钢混结构,一梯五户,无,暂无数据,商品房,普通住宅,非共有,118.0,21455,125.0,1082.0,1,0,1,1082.0
186,3.0,2.0,1.0,1.0,95.66,78.92,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2013,钢混结构,两梯五户,有,满两年,商品房,普通住宅,共有,173.8,18169,180.0,594.0,0,0,7,594.0
187,2.0,2.0,1.0,1.0,64.19,64.19,南,简装,70年,中楼层,8.0,平层,塔楼,2000,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,共有,233.8,36424,250.0,1753.0,0,0,41,1753.0
188,1.0,1.0,1.0,1.0,34.6,34.6,南,简装,70年,中楼层,9.0,暂无数据,塔楼,1994,钢混结构,一梯八户,无,暂无数据,商品房,普通住宅,非共有,68.0,19654,68.0,140.0,1,0,18,140.0
189,2.0,1.0,1.0,1.0,55.28,50.0,东南,简装,70年,低楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯四户,无,满五年,商品房,普通住宅,共有,116.0,20985,123.0,2544.0,1,0,109,2544.0
190,3.0,1.0,1.0,1.0,71.0,63.5,南,其他,70年,高楼层,7.0,暂无数据,板楼,2003,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,211.5,29789,215.0,365.0,0,0,8,365.0
191,2.0,2.0,1.0,1.0,70.78,64.87,西,其他,70年,高楼层,9.0,暂无数据,塔楼,1996,钢混结构,一梯三户,无,满五年,商品房,普通住宅,共有,135.0,19074,140.0,207.0,0,0,2,207.0
192,2.0,1.0,1.0,1.0,71.13,71.13,北,简装,70年,底楼层,1.0,平层,塔楼,2004,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,共有,247.0,34726,250.0,1968.0,0,0,167,1968.0
193,3.0,2.0,1.0,2.0,106.8,106.8,东,其他,70年,中楼层,4.0,平层,板楼,2000,钢混结构,一梯一户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,173.0,16199,175.0,1394.0,1,0,120,1394.0
194,3.0,2.0,1.0,2.0,107.0,86.52,南 北,精装,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯八户,暂无数据,暂无数据,商品房,普通住宅,共有,325.0,30374,340.0,724.0,0,0,2,724.0
195,2.0,1.0,1.0,1.0,56.23,56.23,南,其他,70年,中楼层,9.0,暂无数据,塔楼,1990,钢混结构,一梯五户,无,暂无数据,商品房,普通住宅,共有,270.0,48018,288.0,577.0,1,0,13,577.0
196,2.0,2.0,1.0,1.0,73.2,65.2,南 西,简装,70年,底楼层,1.0,暂无数据,塔楼,1996,钢混结构,两梯十二户,有,满五年,商品房,普通住宅,共有,166.0,22678,175.0,1443.0,1,0,24,1443.0
197,2.0,1.0,1.0,1.0,55.31,46.32,东南,其他,70年,高楼层,9.0,平层,塔楼,1998,钢混结构,一梯八户,无,暂无数据,商品房,普通住宅,非共有,125.0,22600,134.0,2385.0,0,0,78,2385.0
198,3.0,1.0,1.0,1.0,83.0,83.0,北,简装,70年,底楼层,1.0,平层,塔楼,2014,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,非共有,305.0,36747,310.0,2716.0,1,0,121,2716.0
199,2.0,2.0,1.0,1.0,57.46,45.18,西,简装,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,三梯六户,有,满五年,商品房,普通住宅,共有,235.0,40899,238.0,1530.0,1,0,24,1530.0
200,2.0,1.0,1.0,1.0,58.3,58.3,南,简装,70年,低楼层,9.0,暂无数据,塔楼,1997,钢混结构,一梯四户,无,满五年,商品房,普通住宅,共有,195.5,33534,200.0,1185.0,1,0,25,1185.0
201,3.0,2.0,1.0,1.0,91.0,75.33,北,简装,70年,底楼层,1.0,平层,塔楼,2004,钢混结构,三梯六户,有,暂无数据,商品房,普通住宅,非共有,820.0,90110,820.0,2915.0,1,0,36,2915.0
202,2.0,1.0,1.0,1.0,53.0,53.0,东,简装,70年,高楼层,9.0,平层,塔楼,1997,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,共有,150.0,28302,155.0,1759.0,1,0,65,1759.0
203,2.0,1.0,1.0,1.0,84.06,66.0,东北,精装,70年,底楼层,1.0,暂无数据,塔楼,2014,钢混结构,一梯四户,有,满两年,商品房,普通住宅,非共有,115.0,13681,115.0,618.0,1,0,16,618.0
204,1.0,1.0,1.0,1.0,40.8,40.8,南,简装,70年,高楼层,5.0,暂无数据,塔楼,2000,钢混结构,一梯三十五户,暂无数据,满五年,商品房,普通住宅,非共有,57.0,13971,61.0,1769.0,1,0,70,1769.0
205,3.0,2.0,1.0,2.0,84.58,69.47,东,其他,70年,底楼层,1.0,暂无数据,塔楼,2008,钢混结构,两梯六户,有,满五年,商品房,普通住宅,共有,353.0,41736,360.0,884.0,0,0,11,884.0
206,2.0,2.0,1.0,1.0,59.49,54.0,西南,其他,70年,中楼层,8.0,暂无数据,塔楼,1999,钢混结构,一梯三户,无,满两年,商品房,普通住宅,非共有,130.0,21853,135.0,1524.0,1,0,20,1524.0
207,3.0,2.0,1.0,2.0,98.8,98.8,西北,简装,70年,底楼层,1.0,暂无数据,塔楼,2002,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,非共有,328.0,33199,330.0,1082.0,0,0,0,1082.0
208,2.0,2.0,1.0,1.0,61.9,53.53,南,精装,70年,中楼层,7.0,暂无数据,板楼,2000,钢混结构,一梯两户,暂无数据,满五年,商品房,普通住宅,共有,129.0,20841,132.0,2028.0,1,0,175,2028.0
209,2.0,2.0,1.0,1.0,63.0,58.76,南,其他,70年,高楼层,9.0,暂无数据,塔楼,1996,钢混结构,一梯四户,无,满五年,商品房,普通住宅,共有,122.8,19493,124.0,319.0,1,0,0,319.0
210,3.0,1.0,1.0,1.0,100.0,82.0,东北,其他,70年,底楼层,1.0,平层,塔楼,2008,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,暂无数据,350.0,35000,365.0,1082.0,1,0,0,1082.0
211,2.0,2.0,1.0,1.0,84.34,68.31,北,其他,70年,底楼层,1.0,平层,塔楼,2009,钢混结构,两梯四户,有,满五年,商品房,普通住宅,非共有,208.0,24663,215.0,124.0,0,0,1,124.0
212,3.0,2.0,1.0,1.0,69.0,69.0,南,其他,70年,中楼层,9.0,平层,塔楼,2000,钢混结构,一梯六户,无,暂无数据,商品房,普通住宅,暂无数据,230.0,33334,248.0,1498.0,1,0,74,1498.0
213,2.0,2.0,1.0,1.0,79.87,64.11,南,精装,70年,底楼层,1.0,暂无数据,塔楼,2008,钢混结构,两梯四户,有,暂无数据,商品房,普通住宅,共有,251.8,31519,253.0,1454.0,1,0,36,1454.0
214,4.0,2.0,1.0,2.0,140.0,112.0,西,精装,70年,底楼层,1.0,平层,塔楼,2008,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,非共有,530.0,37858,560.0,1082.0,0,0,0,1082.0
215,2.0,1.0,1.0,1.0,61.0,61.0,东,简装,70年,中楼层,9.0,平层,塔楼,1997,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,非共有,203.0,33279,205.0,1853.0,1,0,31,1853.0
216,2.0,2.0,1.0,1.0,77.09,59.06,东北,简装,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯四户,暂无数据,满五年,商品房,普通住宅,非共有,215.0,27890,218.0,222.0,0,0,5,222.0
217,2.0,1.0,1.0,1.0,66.94,60.99,北,简装,70年,低楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,238.0,35555,250.0,611.0,0,0,23,611.0
218,3.0,2.0,1.0,1.0,80.6,74.0,南,精装,70年,高楼层,6.0,暂无数据,板楼,2002,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,共有,219.0,27172,240.0,147.0,0,0,2,147.0
219,3.0,2.0,1.0,1.0,92.17,77.49,南,其他,70年,底楼层,1.0,平层,塔楼,2013,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,暂无数据,146.0,15841,147.0,2175.0,1,0,50,2175.0
220,2.0,1.0,1.0,1.0,78.0,62.05,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2010,钢混结构,三梯六户,有,满两年,商品房,普通住宅,非共有,355.0,45513,355.0,1180.0,1,0,15,1180.0
221,3.0,2.0,1.0,1.0,98.0,98.0,南,精装,70年,底楼层,1.0,暂无数据,塔楼,2010,钢混结构,三梯六户,有,暂无数据,商品房,普通住宅,共有,415.0,42347,445.0,1082.0,0,0,0,1082.0
222,2.0,2.0,1.0,1.0,73.4,64.68,北,简装,70年,中楼层,8.0,平层,塔楼,1998,钢混结构,一梯三户,无,满五年,商品房,普通住宅,非共有,150.0,20436,155.0,229.0,0,0,14,229.0
